token_custom_plus	2.0.x:102;8.x-1.x:20
selective_contextual_edit	1.0.x:5
block_visibility_groups	2.0.x:13925;2.1.x:3;8.x-1.x:4852
maintenance_windows	1.0.x:2
search_api_japanese_tokenizer	1.0.x:15
views_field_formatter	4.0.x:754;4.1.x:2194;7.x-1.x:555;8.x-1.x:909
ckeditor5_wordcount	1.0.x:16
localgov_mercury_editor	1.0.x:1
libraries	4.0.x:12647;4.1.x:39863;6.x-1.x:893;7.x-1.x:3535;7.x-2.x:139843;7.x-3.x:255;8.x-3.x:13500
field_label	8.x-1.x:1233
vitals_extra	1.0.x:1;1.1.x:5;1.2.x:192
mrd	1.0.x:70
tmgmt_cdt	8.x-1.x:30
mailing_subscriber	2.0.x:9;8.x-1.x:2
twig	2.0.x:855;8.x-1.x:76
ajax_big_pipe	1.0.x:193
configurable_theme_libraries	2.2.x:58
cssditor	1.0.x:5
relative_to_absolute_urls	1.0.x:3
sendethic	1.0.x:3
jsonapi_taxonomy_tree	1.0.x:1
simple_timeline	3.0.x:471;7.x-1.x:464;8.x-1.x:829;8.x-2.x:1217
localgov_workflows	1.4.x:167;1.5.x:176;1.6.x:96
galactic_dreamscape	1.0.x:24
quicktabs	4.0.x:1436;4.1.x:1621;5.x-1.x:2;6.x-1.x:4;6.x-2.x:193;6.x-3.x:200;7.x-2.x:11;7.x-3.x:16607;8.x-3.x:6429
editablefields	1.0.x:1748;5.x-3.x:1;6.x-1.x:9;6.x-2.x:114;7.x-1.x:6141
qa_accounts	8.x-1.x:568
views_current_path	2.0.x:121;3.0.x:511;7.x-1.x:182;8.x-1.x:38
openy_socrates	1.0.x:44;1.1.x:103
find_text	2.0.x:105;3.0.x:168;8.x-1.x:1
domain_unique_path_alias	1.0.x:94
web_push	1.0.x:16;2.0.x:5;2.1.x:36
sharedemail	3.0.x:162;3.1.x:15;3.2.x:2157;6.x-1.x:20;7.x-1.x:672;8.x-2.x:107
signaturefield	1.0.x:19;1.1.x:39;1.2.x:157;1.x:5;6.x-2.x:1;7.x-1.x:109
tour_enhancements	1.0.x:37
confetti_falling	1.0.x:18
options_table	2.0.x:13;2.1.x:275;2.2.x:924;2.3.x:1996;7.x-1.x:11;8.x-1.x:7
l10n_pconfig	2.0.x:11;6.x-1.x:1;7.x-1.x:15
facets_protection	1.0.x:4
next_preview	0.1.x:2
page_metatag	1.0.x:3;2.0.x:6;2.1.x:2
transform_api_facets	2.0.x:1
embed	2.0.x:1;8.x-1.x:74584
ckeditor_font	2.0.x:3139;8.x-1.x:7723
svg_sanitizer	2.0.x:736;7.x-1.x:17;8.x-1.x:7
publishing_dropbutton	8.x-1.x:211
representative_image	7.x-1.x:47;8.x-1.x:157
trusted_redirect	8.x-1.x:153
node_token_filter	1.0.x:1;1.1.x:11
kafka	8.x-1.x:6
amazon_ses	2.0.x:3;2.1.x:64;3.0.x:106;3.1.x:592;6.x-1.x:3;7.x-1.x:52
advanced_cors	8.x-1.x:439
localgov_news	2.5.x:361
ld_json_schema	3.0.x:233;8.x-2.x:10
taxonomy_replace	2.0.x:75;7.x-1.x:3;8.x-1.x:15
user_annex	1.1.x:2
simplenews_stats	3.0.x:116;4.0.x:203;4.x:2;8.x-1.x:1;8.x-2.x:15
ckeditor_smiley	8.x-1.x:197
himalaya	6.0.x:31;7.x-1.x:52;8.x-5.x:50
document_ocr	1.0.x:29
calculator	1.2.x:17
bible	3.0.x:3;3.3.x:10;6.x-1.x:4;7.x-1.x:34;7.x-2.x:3
pagedesigner_tmgmt	3.2.x:5
moderation_state_columns	8.x-1.x:3
language_switcher_menu	1.0.x:832
bibcite	2.0.x:78;3.0.x:347;3.1.x:757;8.x-1.x:45
cas_user_ban	1.0.x:17
paragraphs_accordion	2.0.x:8;8.x-1.x:10
field_widget_toggle	1.0.x:7
symbol_slider	1.0.x:3
personacontent	9.0.x:1
whatsappbutton	1.0.x:1
calendar	5.x-1.x:2;5.x-2.x:8;6.x-2.x:1354;7.x-1.x:4;7.x-2.x:9;7.x-3.x:25346;8.x-1.x:11357;8.x-2.x:9
better_social_sharing_buttons	4.0.x:1333;4.1.x:4912;4.x:1;5.0.x:310;8.x-1.x:35;8.x-2.x:24;8.x-3.x:468
paragraphs_jquery_ui_accordion	7.x-1.x:94;8.x-1.x:1424
views_inject	2.0.x:38;2.1.x:3;8.x-1.x:3
ai_usage_limits	1.0.x:34
edit_content_type_tab	7.x-1.x:86;8.x-1.x:1;8.x-2.x:27
preview_site	1.1.x:11;1.2.x:15
easy_content_scheduling	0.1.x:1
auto_entityqueue	3.0.x:1477;7.x-1.x:87;8.x-1.x:52;8.x-2.x:926
cloudfront_purger	2.0.x:80;2.1.x:748;2.2.x:92;8.x-1.x:17
file_resup	2.0.x:370;7.x-1.x:1469;8.x-1.x:3
revive_adserver	2.0.x:63;8.x-1.x:23
geolocation_leaflet_geojson	1.0.x:13
sophron	2.0.x:792;2.1.x:1192;2.2.x:23899;3.0.x:628;3.1.x:3392;8.x-1.x:2591
page_cache_query_ignore	2.1.x:12;2.2.x:72;2.3.x:4;2.4.x:1261;2.x:1;8.x-1.x:4
views_pdf	3.0.x:331;3.x:6;6.x-1.x:42;7.x-1.x:3117;7.x-3.x:876
number_range_slider	1.0.x:98
entity_visibility_preview	8.x-1.x:3
feedbacks	3.0.x:1;8.x-1.x:13
odata_client	8.x-2.x:2
ckeditor_plugin_report	1.0.x:341;2.0.x:1000
custom_view_filters	2.0.x:197;2.1.x:1014;8.x-1.x:33
webform_migrate	2.0.x:945;8.x-1.x:269
webformnavigation	2.0.x:427;8.x-1.x:17
acquia_cms_audio	1.5.x:42
node_id_class	1.1.x:35
symfony_translation	1.0.x:34
home_redirect_lang	1.1.x:18
symfony_mailer_office365	1.0.x:154
mail_redirect	4.0.x:6;4.1.x:4;4.2.x:43;6.x-1.x:1;7.x-1.x:5;7.x-2.x:5;7.x-3.x:6;8.x-3.x:2
media_contextual_crop_embed	1.2.x:1;1.3.x:7;2.0.x:23;2.1.x:18
vbo_add_to_cart	2.0.x:21;3.0.x:8
elasticsearch_helper_views	8.0.x:33
tome_add_paths	1.0.x:13
ai_automator_pixabay	1.0.x:1
opensolr_turbo_indexer	2.5.x:1
file_rename	1.0.x:1240
views_pager_as_block	1.0.x:2;1.1.x:7
select_text_value	2.0.x:9;2.1.x:16;8.x-1.x:972
youtube_cookies	2.0.x:1;2.1.x:621
helpfulness	2.0.x:1;2.1.x:65;7.x-2.x:9;8.x-1.x:1
seaside_admin	2.0.x:19
commerce_wishlist_button	1.0.x:15
gnode_request	3.0.x:1
advanced_text_formatter	2.0.x:148;2.1.x:944;3.0.x:4579;7.x-1.x:1163;8.x-1.x:200
media_tableau	2.2.x:1536
field_group_layout	1.0.x:25;2.0.x:298
mautic	8.x-1.x:249
questions_answers	8.x-1.x:53
xss_prevention	1.0.x:2;1.1.x:60;1.2.x:182
datetime_range_until_now	1.0.x:158
views_xml_backend	2.0.x:76;2.1.x:62;6.x-1.x:1;7.x-1.x:490;8.x-1.x:76
activitypub	1.0.x:41
config_features	1.3.x:7
search_api_synonym	2.0.x:258;3.0.x:391;8.x-1.x:21
micronode	1.0.x:1;1.1.x:12;1.2.x:370
tawk_to	3.0.x:313;8.x-1.x:354;8.x-2.x:52
block_condition_published	1.0.x:131
uikit_iconpicker	2.0.x:30;8.x-1.x:5
indexing_api	1.0.x:4
bundle_tabs	1.0.x:40
forma11y	1.0.x:17
unomi	5.0.x:2;8.x-1.x:1
social_auth_google	3.0.x:1079;4.0.x:2721;8.x-1.x:10;8.x-2.x:199
view_entity_ref_field_formatter	8.x-1.x:380
commerce_saferpay	7.x-1.x:18;8.x-1.x:83
commerce_shipping_pickup_hupost	2.0.x:22
webform_mass_email	2.0.x:19;7.x-1.x:76;8.x-1.x:128
yoast_seo	7.x-1.x:1714;8.x-1.x:7943;8.x-2.x:15450
datetime_extras	8.x-1.x:1110
analyze_ai_content_security_audit	1.1.x:7;1.2.x:101
commerce_cybersource	7.x-1.x:7;8.x-1.x:101
d8w3css	2.0.x:2229;2.x:12;8.x-1.x:563
taarikh	7.x-1.x:6;8.x-1.x:19
queue_unique	3.0.x:579;4.0.x:2169;7.x-2.x:12;8.x-2.x:4
entity_change_default_language	1.0.x:347
trustpilot_api	1.0.x:141
lupus_stark	1.0.x:2;1.1.x:29
elasticsearch_connector_ngram_analyzer	1.0.x:22
time_field	2.0.x:287;2.1.x:1875;2.2.x:7600;2.x:6;8.x-1.x:384
lightning_workflow	4.0.x:2325;8.x-1.x:5;8.x-2.x:10;8.x-3.x:1001
entity_redirect	8.x-1.x:150;8.x-2.x:3072
ohdear_integration	1.0.x:17;2.0.x:71;3.0.x:154
simple_content_notifications	1.0.x:125
anonymous_timezone	1.1.x:12
amp_video_embed_field_formatter	2.0.x:1;8.x-1.x:1
sharethis_block	7.x-1.x:23;8.x-1.x:438
created_date_views_filters	1.0.x:231
better_wishlist	1.0.x:7
flexible_access	1.0.x:2
override_node_options	5.x-1.x:4;6.x-1.x:163;7.x-1.x:6444;8.x-2.x:27807
h5p_challenge	8.x-1.x:10
commerce_vivawallet	1.0.x:8
image_background_formatter	2.0.x:39;8.x-1.x:8
media_files_handler	1.0.x:39
simple_amp	3.0.x:1;8.x-1.x:10
plupload	2.0.x:191;2.1.x:287;2.2.x:1704;6.x-1.x:59;7.x-1.x:23479;7.x-2.x:570;8.x-1.x:333
sm	0.0.x:2;0.1.x:18;0.2.x:71
pagedesigner_responsive_images	2.3.x:1;4.0.x:3;4.1.x:1;4.2.x:69
field_layout	2.0.x:67
broken_reference	1.0.x:53
plausible_tracking	1.0.x:38
fluent	2.0.x:24
email_confirmer	8.x-1.x:727
codit_batch_operations	1.0.x:77
embed_view_block	8.x-1.x:124
datacamp_light	7.x-1.x:1;8.x-1.x:112
access_by_field	1.0.x:27
domain_twig	1.0.x:24
entity_attributes	1.1.x:9
resource_conflict	2.0.x:1;6.x-2.x:5;7.x-3.x:79
textarea_widget_for_text	7.x-1.x:61;8.x-1.x:1406
mailjet	3.0.x:29;3.x:2;4.0.x:127;7.x-2.x:139;8.x-1.x:1;8.x-2.x:30
brevo_webform_handler	1.0.x:98
ip_lookup	8.x-1.x:78
geolocation_provider	1.0.x:99;1.1.x:28;2.0.x:43
openchurch_theme	3.0.x:63;7.x-1.x:26;7.x-2.x:45;8.x-2.x:11
vbo_file_status	1.0.x:10
views_accordion	2.0.x:16663;6.x-1.x:189;7.x-1.x:9367;8.x-1.x:1481
entity_admin_handlers	8.x-1.x:31
imce_search	2.0.x:22;8.x-1.x:15
tooltip_ckeditor	4.0.x:14;8.x-2.x:4;8.x-3.x:5
email_validate	1.0.x:7
views_extender	4.0.x:5
media_download	1.1.x:6;1.2.x:54;1.3.x:1693
content_type_clone	7.x-1.x:945;8.x-1.x:629
direct_checkout_by_url	8.x-1.x:196
taxonomy_parents_index	1.0.x:35
simple_datatables_integration	1.0.x:31
revolt	1.0.x:4;1.1.x:73
photoshelter	4.0.x:17;8.x-3.x:6
bootstrap_italia	2.0.x:8;2.1.x:1;2.12.x:1807;2.17.x:411;2.2.x:4;2.6.x:35;2.7.x:74;2.8.x:71;2.x:1;8.x-0.x:157
lightning_api	5.0.x:1178;5.1.x:1;8.x-1.x:2;8.x-2.x:4;8.x-3.x:4;8.x-4.x:542
pathauto_update	1.0.x:225
speculative_loading	1.0.x:128
schema_software_application	3.0.x:64
project_wiki	1.0.x:16
scroll_up_down	1.2.x:12
fga	1.0.x:1
search_api_html_element_filter	1.0.x:612
file_upload_options	8.x-1.x:133
openy_er	1.0.x:34;1.1.x:124
contact_link	2.0.x:31;8.x-1.x:6
signmaker_ui	1.0.x:5
context_redirect	2.0.x:14;6.x-1.x:30;7.x-1.x:305
selectify	1.0.x:66;2.0.x:118
media_download_tracker	1.0.x:29
commerce_sberbank_acquiring	8.x-1.x:27
seo_ai	1.0.x:24
monolog_loki	1.0.x:10;1.1.x:10
service	1.1.x:1;2.1.x:1;3.0.x:14
views_tag_access	8.x-1.x:5
sdc_block	1.0.x:79
install_config_override	2.0.x:45
views_computed_field	1.0.x:106
conditional_rendering	1.0.x:63
commerce_moneris	7.x-2.x:36;8.x-2.x:32
layout_builder_view_block	1.0.x:32
pets_clinic	1.0.x:15
projects_stats	8.x-1.x:1
views_contextual_filters_or	7.x-1.x:1183;8.x-1.x:9380
fpa	3.0.x:178;4.0.x:6857;6.x-2.x:15;7.x-2.x:3483;8.x-2.x:438
ai_auto_reference	1.0.x:21
simple_message	2.0.x:20
charts_highcharts_maps	1.0.x:215
cloudinary	2.1.x:14;3.0.x:35;7.x-1.x:20;8.x-1.x:17
otp_field	1.0.x:20
api_toolkit	1.0.x:1;1.2.x:5;1.3.x:1;1.5.x:7
bazaarvoice	7.x-1.x:4
responsive_image_preload	1.0.x:4;2.0.x:503
enhanced_taxonomy_form_titles	1.0.x:1
jquery_ui_spinner	2.0.x:12;2.1.x:480;8.x-1.x:338
webform_eloqua	2.0.x:68;2.1.x:53;8.x-1.x:8
localgov_subsites	2.5.x:101;2.6.x:223
advanced_mega_menu	1.1.x:18
payment_saferpay	3.0.x:8
field_group_link	7.x-1.x:784;8.x-1.x:44;8.x-3.x:5441
salesforce	5.0.x:299;5.1.x:3136;6.0.x:3;6.x-2.x:4;7.x-2.x:2;7.x-3.x:226;8.x-3.x:22;8.x-4.x:30
basic	3.0.x:552;3.x:1;6.x-2.x:66;7.x-2.x:134;7.x-3.x:77;7.x-4.x:297;8.x-1.x:74;8.x-2.x:381
tether_stats	2.0.x:121;7.x-1.x:7;8.x-1.x:4
advent_calendar	1.0.x:7
commerce_momo_payments	1.0.x:6
neato	7.x-1.x:38;8.x-1.x:139;8.x-2.x:146
breadcrumb_tweaks	1.0.x:12
entity_reference_crud_display	2.0.x:2;8.x-1.x:1
feeds_tamper_media_url	1.0.x:220
create_and_translate	7.x-1.x:5;8.x-1.x:135
mutli_step_login	2.1.x:7;8.x-1.x:2
astrology	2.1.x:4;7.x-1.x:1;8.x-1.x:1
ckwordcount	2.0.x:48;2.1.x:624;8.x-1.x:351
big_pipe_paragraphs	1.0.x:83
file_image_formatter	8.x-1.x:33
production_checklist	8.x-1.x:7
urct	2.1.x:2
user_registrationpassword	2.0.x:3903;6.x-1.x:6;7.x-1.x:1523;8.x-1.x:382
block_date	2.0.x:3;2.1.x:90;7.x-1.x:39;8.x-1.x:3
link_param_propagator	1.0.x:20
governor	1.0.x:8
localized_config	8.x-1.x:2;8.x-2.x:1
localgov_subsites_extras	1.1.x:83
whatsapp_formatter	1.0.x:30
content_audit	1.0.x:19;7.x-1.x:12
securelogin	2.0.x:99;5.x-1.x:1;6.x-1.x:7;7.x-1.x:3070;8.x-1.x:1415
commerce_cart_redirection	3.0.x:130;3.1.x:73;3.2.x:298;3.3.x:1367;8.x-2.x:30
routes_list	8.x-6.x:99
favicons	1.0.x:8
colorizer_classes	1.0.x:4
product_zymphonies_theme	2.0.x:7;8.x-1.x:53
text_resize	6.x-1.x:52;7.x-1.x:2114;8.x-1.x:2551
yg_business_one	2.0.x:14;8.x-1.x:22
entity_ref_tab_formatter	11.3.x:50;8.x-1.x:22;8.x-2.x:4
auto_indexer	6.x-1.x:356;7.x-1.x:237;8.x-1.x:27
commerce_measurement	1.0.x:12
augmentor_google_cloud_text_to_speech	1.0.x:8
webform_combine_fields	1.0.x:3
contrib_todo_list	1.1.x:1
commerce	3.0.x:733;3.1.x:766;3.2.x:3484;3.3.x:6287;3.x:6;7.x-1.x:11950;8.x-2.x:13707
google_reviews_slider	1.0.x:545
htmx	1.1.x:28;1.3.x:194;1.4.x:111;1.5.x:138;2.0.x:49
restrict_login_ip	1.0.x:64
simple_megamenu_bonus	2.0.x:59
views_dynamic_title	2.0.x:21
bankid	1.0.x:8
self_entity_reference	1.0.x:4
find_external_links	3.0.x:31
ui_suite_protocol	1.0.x:2
lottiefiles_field	1.0.x:2;1.1.x:2;2.0.x:826;3.0.x:27
ckeditor_ai_agent	1.0.x:175
commerce_cart_estimate	2.0.x:80;7.x-1.x:14
jfu	1.1.x:30
entity_revision_diff	1.0.x:14
modular_finance	3.0.x:3
double_field	4.0.x:187;4.1.x:373;4.2.x:2974;4.x:3;5.0.x:1070;7.x-1.x:2;7.x-2.x:2190;8.x-3.x:367
purge_invalidation_form	2.0.x:438;3.0.x:52
comingsoon_mode	1.3.x:8;1.4.x:15
commerce_account_balance	1.0.x:15;7.x-1.x:26
uswds_base	3.0.x:7;3.1.x:1;3.10.x:787;3.12.x:786;3.3.x:17;3.4.x:15;3.7.x:53;3.8.x:23;3.9.x:41;8.x-2.x:68
opigno_cron	3.0.x:58;3.1.x:60;3.2.x:276;8.x-1.x:61
honeycronpot	1.0.x:32
visualization_charts	8.x-1.x:22
unique_field	5.x-1.x:3;6.x-1.x:121;7.x-1.x:2913;8.x-2.x:513
cache_review	1.1.x:10
redirect_message	1.0.x:5
geocoder_autocomplete	2.0.x:306;7.x-1.x:163;8.x-1.x:43
date_group	7.x-1.x:15;8.x-1.x:135
drowl_layouts	4.2.x:14
location_selector	8.x-1.x:8
custom_classes	1.0.x:1
acquia_cms_event	1.5.x:4;1.6.x:1206
microcontent_revision_ui	1.0.x:17
charts_text_filter	1.0.x:5;2.0.x:9
elasticsearch_connector_autocomp	8.x-1.x:495
commerce_adyen_cc	1.0.x:28
private_file_token	1.0.x:325;1.x:3
menu_link_highlight	2.0.x:7;8.x-1.x:43
lowercase_username	8.x-1.x:11
simple_media_bulk_upload	1.0.x:359;2.0.x:1561
profile_split_enable	2.0.x:1466
notification_system	1.0.x:60;1.x:2;2.0.x:56
calendar_links_token	1.0.x:52
queue_mail	6.x-1.x:2;7.x-1.x:336;8.x-1.x:2251
belgrade	2.0.x:257;2.1.x:146;2.2.x:255;2.x:3;3.0.x:392;8.x-1.x:95
flysystem_sftp	8.x-1.x:36
simple_password_policy	1.0.x:137
component	1.0.x:98;6.x-1.x:6
migrate_google_sheets	2.0.x:319;2.1.x:7;2.2.x:14;2.3.x:73;8.x-1.x:24
mongodb	3.1.x:1;7.x-1.x:249;8.x-2.x:63
slidesjs	11.0.x:21
autologout_alterable	1.1.x:41;1.3.x:13;1.4.x:415
stacks	2.0.x:14;3.0.x:48;8.x-1.x:33
hook_post_action	2.0.x:569;7.x-1.x:1978;8.x-1.x:2570
user_revision	2.0.x:422;7.x-1.x:212;7.x-2.x:42;8.x-1.x:8
false_account	2.0.x:2;5.x-1.x:1;5.x-2.x:1
block_class	2.0.x:7206;3.0.x:9292;4.0.x:28272;6.x-1.x:173;7.x-1.x:548;7.x-2.x:32635;8.x-1.x:13239
string_field_formatter	2.0.x:1535;8.x-1.x:20
yaml_content	8.x-1.x:1178
igbinary	2.0.x:277
template_generator	2.0.x:24
fullmenu	2.0.x:3;8.x-1.x:3
improved_reading	1.0.x:3
vardot_support	1.1.x:3
views_taxonomy_term_name_depth	7.0.x:359;7.1.x:50;7.2.x:2292;7.3.x:4815;8.x-1.x:29;8.x-3.x:273;8.x-6.x:75
webform_civicrm	6.0.x:3;6.1.x:6;6.2.x:205;6.3.x:1018;6.x:10;6.x-2.x:3;7.x-2.x:3;7.x-3.x:11;7.x-4.x:207;7.x-5.x:664;8.x-5.x:11
views_entity_access_check	0.0.x:156;0.x:3
cache_tools	8.x-1.x:49
commerce_adyen_drop_in	1.0.x:11
commerce_exchanger_nbu	1.1.x:3;1.2.x:4
es_filter_analyser	1.0.x:1
adminimal_theme	7.x-1.x:21965;8.x-1.x:22601
login_lock	1.0.x:216
imagestyleflush	1.0.x:49;7.x-1.x:3474
views_slider	1.0.x:47
smart_ip_locale	2.0.x:44;8.x-1.x:2
more_fields	2.2.x:34
commerce_2c2p	1.0.x:2
rules	4.0.x:13778;6.x-1.x:900;7.x-2.x:62737;8.x-3.x:5438
sgd_dashboard	1.0.x:7
dropcap_ckeditor	8.4.x:5;8.x-4.x:5
workspace_approval	1.0.x:4
taxonomy_term_depth	3.0.x:1033;7.x-1.x:273;8.x-2.x:1586
reference_table_formatter	2.0.x:159;7.x-1.x:84;8.x-1.x:424
ebt_slideshow	1.2.x:1;1.3.x:2;1.4.x:268
warmer_block	1.0.x:2
ept_hero	1.4.x:151
acquia_vwo	1.0.x:143
localgov_blogs	1.1.x:50
social_auth_hid	5.0.x:13;8.x-3.x:1
league_oauth_login_slack	8.x-1.x:1
qwebirc	6.x-1.x:1;7.x-1.x:3
whatsapp	1.0.x:201;1.x:6;7.x-1.x:16
cas_account_link	2.0.x:7
entity_bs_accordion_tab_formatter	2.0.x:45;8.x-1.x:1
entity_reference_autocomplete_add_more	1.0.x:9
entity_splitter	1.0.x:3
commerce_pado	7.x-1.x:110;8.x-1.x:340
bca	1.0.x:2;1.1.x:242
custom_cache	1.0.x:121
ad_entity	8.x-1.x:120
book_link_weight	1.0.x:10;1.1.x:1;1.2.x:4;1.3.x:22
views_sort_reverse	1.0.x:6;1.1.x:15
cmrf_leaflet_views	1.0.x:4
login_destination	5.x-1.x:14;6.x-1.x:1;6.x-2.x:280;7.x-1.x:11017;8.x-1.x:275;8.x-2.x:12999
ebt_image	1.4.x:168
tiny_html_audio_player	1.0.x:161
mapbox	1.0.x:51;6.x-1.x:2;6.x-2.x:1;7.x-2.x:34;7.x-3.x:4
oauth_client	1.0.x:7
ajans	1.0.x:3;1.1.x:8;1.2.x:1;6.0.x:25
db_health	1.1.x:28
clean_maintenance	2.0.x:5;7.x-1.x:2
robotstxt	5.x-1.x:1;6.x-1.x:88;7.x-1.x:3996;8.x-1.x:37306
menu_reference_render	8.x-1.x:1;8.x-2.x:567
notification_message	2.0.x:251;8.x-1.x:185
content_redirect_to_front	9.0.x:99
ckeditor_custom_headings	1.0.x:41
boost	6.x-1.x:237;7.x-1.x:5191;8.x-1.x:32
tidy_local_tasks	1.0.x:24
views_sql_query_formatter	1.0.x:17
user_current_paths	2.0.x:1775;8.x-1.x:78
login_switch	2.0.x:5;2.1.x:12;3.0.x:152;3.1.x:912
commerce_store_domain	8.x-1.x:439
preserve_changed_ui	1.0.x:320
civicrm_entity_leaflet	2.0.x:67
entity_notes	2.0.x:37;7.x-1.x:12;8.x-1.x:19
tmgmt_libretranslate	1.0.x:28
portfolio_theme_explore	1.0.x:12
display_mode_extras	2.0.x:27
swisspass	1.0.x:4
search_api_pinbyphrase	1.0.x:2
nse_stocks	2.0.x:1
quick_node_block	2.0.x:856;8.x-1.x:317
ept_slick_slider	1.4.x:130
timeout_notification	2.0.x:41;8.x-1.x:8
reduce_image_size	1.0.x:20
random_number_field	2.0.x:15;8.x-1.x:76
node_edit_redirect	7.x-1.x:19;8.x-1.x:11
fashion_beauty	1.0.x:1;1.2.x:10
integration_chargebee	10.0.x:1
custom_breadcrumbs	1.0.x:635;1.1.x:4009;1.x:3;5.x-1.x:4;6.x-1.x:231;6.x-2.x:267;7.x-1.x:360;7.x-2.x:8744
fluidui	2.0.x:134;3.0.x:15;7.x-2.x:11;8.x-1.x:83
hide_submit	1.0.x:62;6.x-1.x:55;7.x-1.x:3;7.x-2.x:3240
webform_views	6.x-1.x:1;8.x-5.x:22338
google_index_api	2.0.x:200;8.x-1.x:41
seeds_performance	1.0.x:86
color_swatch	1.1.x:1;1.2.x:61
countdown_clock	1.0.x:23
migrate_source_graphql	2.0.x:57;2.1.x:101
captchafox	1.0.x:8
term_tabs	1.1.x:1
chatgpt_plugin	1.0.x:4;2.1.x:81
aemet	8.x-1.x:3
viewsreference	8.x-1.x:5513;8.x-2.x:51400
ebt_counter	1.4.x:130
views_group_action	2.0.x:9;3.0.x:1;3.1.x:37;8.x-1.x:2
convivial_content	1.0.x:4
views_date_format_sql	7.x-3.x:2292;8.x-3.x:826
email_login_otp	1.0.x:3;1.1.x:199;7.x:2
remove_unused_files	2.0.x:4;2.1.x:141
intense	3.0.x:40;7.x-1.x:2;7.x-2.x:1;8.x-1.x:10;8.x-2.x:67
webform_prepopulate_js	1.0.x:10
custom_meta	2.0.x:385;2.1.x:679;7.x-1.x:576;8.x-1.x:17
warden	3.0.x:16;4.0.x:67;7.x-1.x:30;7.x-2.x:14;8.x-1.x:4;8.x-2.x:2
nttdata_admin	1.0.x:33
comment_mover	2.0.x:4;5.x-1.x:2;6.x-1.x:20;7.x-1.x:77
test_users	1.0.x:1
marketing_cloud	8.x-1.x:273
csv_import_user	1.0.x:69
scan_code	8.x-1.x:43
svg_icon_field	8.x-1.x:34
xnttstrjp	1.0.x:7
menu_item_extras	3.0.x:1883;3.1.x:30398;8.x-1.x:26;8.x-2.x:9468
localgov_page_components	1.3.x:388
ebt_video_and_image_gallery	1.4.x:84
webhooks_bundler	1.0.x:3
alif_zymphonies_theme	1.0.x:6
block_content_suggestions	1.0.x:110;1.1.x:174;2.0.x:45
search_api_meilisearch	1.1.x:1;2.0.x:54;2.1.x:86
feeds_log	2.0.x:79
commerce_winbank_redirect	2.0.x:10;7.x-1.x:32
content_moderation_reviewer	2.0.x:3
split_preview	1.0.x:3
icon_media_pack	1.0.x:5
asset_purge_manager	1.0.x:4
bulk_invite	2.0.x:1
jquery_ui_autocomplete	2.0.x:5819;2.1.x:64777;2.x:4;8.x-1.x:123
dbee	3.0.x:48;3.1.x:1019;7.x-1.x:2;7.x-3.x:16;8.x-2.x:25
commerce_webform_order	2.0.x:37;2.x:11;3.0.x:476;8.x-1.x:14
symfony_mailer_graphapi	1.0.x:201
menu_parent_form_ui	1.0.x:44
openai_client	1.1.x:6;1.2.x:10
multi_region	1.0.x:4;2.0.x:4
xmlfeedviews	1.2.x:66;2.0.x:430
servicem8_webform	1.0.x:20
gs	1.0.x:12
mobileapp_zymphonies_theme	2.0.x:15;3.0.x:7;8.x-1.x:9
scheduler_field	1.0.x:467
socialbase	1.1.x:8;1.2.x:11;1.3.x:2;2.0.x:1;2.1.x:5;2.2.x:16;2.3.x:4;2.4.x:10;2.5.x:166;2.6.x:12
classitup	8.x-1.x:26
mediawiki_api	2.0.x:4;7.x-1.x:7
ip_api	1.0.x:3
layout_paragraphs_split	1.0.x:10
diboo_core	1.1.x:2
metatags_import_csv	1.0.x:2
intercom	8.x-1.x:18
fontawesome_iconpicker	2.0.x:33;2.x:1;3.0.x:2079;3.x:6;7.x-1.x:177;8.x-1.x:143
entity_reference_override	2.0.x:1923;8.x-1.x:1
stylescomboplus	1.0.x:69
twitter_feeds	1.1.x:64
json_api_book	1.0.x:3;1.1.x:30
media_image_style_formatter	1.0.x:8
diboo_signature_pad	1.0.x:2
jsonapi_frontend_menu	1.0.x:2
postoffice_commerce	1.2.x:45
edit_plus	1.0.x:6;1.1.x:7;2.2.x:2;2.3.x:25
birthday_wish_mail	2.0.x:19;8.x-1.x:2
inline_responsive_images	3.0.x:1081;3.x:10;4.0.x:367;8.x-2.x:1255
term_sidebar	1.0.x:494
shorthand	4.0.x:220;5.0.x:19;7.x-2.x:33;8.x-2.x:29
lbl	1.0.x:38
entity_share_bypass_fields	1.0.x:6
activecampaign_api	1.2.x:1
rel_to_abs	2.2.x:282;6.x-1.x:376;7.x-1.x:146;8.x-1.x:82
cyrillic_to_latin	2.0.x:74;8.x-1.x:50
siteimprove_accessibility	1.0.x:5
pagedesigner_parts	2.0.x:1;4.0.x:3;4.1.x:78
gleap	1.0.x:72
watchdog_search	1.0.x:70
olark	7.x-1.x:285;8.x-1.x:38
feeds_crawler_fetcher	1.0.x:9
accessibility_block	1.0.x:8
user_deactivation_date	1.0.x:10
rest_entity_recursive	2.0.x:251
image_blurry_placeholder	1.0.x:3;1.1.x:6;1.2.x:18
media_entity_calameo	1.0.x:21
dc_pager	1.0.x:18
pm	4.1.x:9;7.x-1.x:6;7.x-2.x:80;7.x-3.x:13
symlink	2.0.x:8;7.x-1.x:2;8.x-1.x:3
